...1,doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,noun_lemma,parse_type,prenominal,adj_lower,dataset,adj_stem,noun_stem,person,session,subject,X
1629,45220,66,67,Yes yes but erm you know I have had to say to the chaps one of them came in and he said he'd been spoiled down at the cedar and I said oh well I I've been cooking a breakfast for Neil of course by the operation of sods law Neil suddenly goes off the idea of having breakfast so I find myself cooking breakfast for this other lump who is as idol and selfish as anybody ever met in all the born days and I said to him just recently I said I I can't get up and do breakfast's in the morning any more well he says he come's down and does he's own you see they can when they feel that they want too.,cooking,breakfast,breakfast,compound,TRUE,cooking,cabnc_utts_udpipe,cook,breakfast,adult,NA,NA,NA
1630,45222,151,152,Well it's it's simple that if I got up at half past six and took him up a cup of tea at quarter too seven and when he was around at seveno'clock I was grilling bacon and I was frying eggs and I hope I don't know whether perhaps it's my cold but I I just used to feel terribly unwell after he'd gone for about two hours and my legs were so wobbly I was sitting down on the sofa I may go back yet to cooking him breakfast if I feel like it but the I mean if I can say to these chaps that there are times when I don't feel like doing things well I reckon Dave that they are so glad to be in that house with the central heating with the twenty four hour er er a day water and the comfort there not going to argue.,day,water,water,compound,TRUE,day,cabnc_utts_udpipe,dai,water,adult,NA,NA,NA
1631,45300,4,5,I got a track suit today cos he was so cross the other day when she come but that's what they've got the money they've got no no mortgage there both work full time she's got a brilliant job ain't she,track,suit,suit,compound,TRUE,track,cabnc_utts_udpipe,track,suit,adult,NA,NA,NA
1632,45312,74,75,I was I was off on on Sunday I mean I've joined yet another marriage agency off on last Sunday to Latherham with another nice old chap you know erm I I go out with erm women friends we I've arranged er there's one very very good place that does lunches run by a couple of homosexuals and erm old age pensioners on Tuesday get get a lunch an eight pound lunch for four pounds so four friends three friends and myself are going for a special Christmas lunch that they do fortnight ago we went for a lunch with the group of the town's women's guild and friends erm my women's group that I belong to over at the village of which is run by the television actress er Helen Fraser.,pound,lunch,lunch,compound,TRUE,pound,cabnc_utts_udpipe,pound,lunch,adult,NA,NA,NA
1633,45312,134,135,I was I was off on on Sunday I mean I've joined yet another marriage agency off on last Sunday to Latherham with another nice old chap you know erm I I go out with erm women friends we I've arranged er there's one very very good place that does lunches run by a couple of homosexuals and erm old age pensioners on Tuesday get get a lunch an eight pound lunch for four pounds so four friends three friends and myself are going for a special Christmas lunch that they do fortnight ago we went for a lunch with the group of the town's women's guild and friends erm my women's group that I belong to over at the village of which is run by the television actress er Helen Fraser.,television,actress,actress,compound,TRUE,television,cabnc_utts_udpipe,televis,actress,adult,NA,NA,NA
1634,45343,16,17,My poor old friend Ron is worried about money up to his up to his arm pits but he manages to get out and play his violin you know two Saturday's ago I went up with him to Norwich to stay with his nice lady Trudy and in the evening Saturday evening I went to the gorgeous old church in Norwich where he and the other's were all working away playing the Mozart Symphony or two.,arm,pits,pit,compound,TRUE,arm,cabnc_utts_udpipe,arm,pit,adult,NA,NA,NA
1635,45412,13,14,I wasn't going to rush around buying horribly expensive things like smoke salmon that I couldn't afford I was going to do a big family feast and I was going to get in a few games like the monopoly or lotto or you know I just I haven't worked it out but I thought oh what fun.,smoke,salmon,salmon,compound,TRUE,smoke,cabnc_utts_udpipe,smoke,salmon,adult,NA,NA,NA
1636,45412,27,28,I wasn't going to rush around buying horribly expensive things like smoke salmon that I couldn't afford I was going to do a big family feast and I was going to get in a few games like the monopoly or lotto or you know I just I haven't worked it out but I thought oh what fun.,family,feast,feast,compound,TRUE,family,cabnc_utts_udpipe,famili,feast,adult,NA,NA,NA
1637,45621,9,10,But theirs is bigger they've got a pottery room they've got careers education there.,pottery,room,room,compound,TRUE,pottery,cabnc_utts_udpipe,potteri,room,adult,NA,NA,NA
1638,45668,20,21,Cos mum made me laugh tonight but she came in and she said oh you can have a hot cross bun there I said well I think I'll have a piece of chocolate cake and she said alright then I said oh I'm glad you approve being as though it's mine and it's my house I can eat what I want,cross,bun,bun,compound,TRUE,cross,cabnc_utts_udpipe,cross,bun,adult,NA,NA,NA
1639,45668,34,35,Cos mum made me laugh tonight but she came in and she said oh you can have a hot cross bun there I said well I think I'll have a piece of chocolate cake and she said alright then I said oh I'm glad you approve being as though it's mine and it's my house I can eat what I want,chocolate,cake,cake,compound,TRUE,chocolate,cabnc_utts_udpipe,chocol,cake,adult,NA,NA,NA
1640,45689,9,10,Yeah I know I've seen so many grey hairs,grey,hairs,hair,compound,TRUE,grey,cabnc_utts_udpipe,grei,hair,adult,NA,NA,NA
1641,45787,5,6,Well put a little loo loop or something there.,loo,loop,loop,compound,TRUE,loo,cabnc_utts_udpipe,loo,loop,adult,NA,NA,NA
1642,45915,51,52,So I mean I suppose they'll look at it in the same kind of way somebody who's got managerial management qualities rather than I suppose people who are interested in the other side of it the medical side of it probably really be geared up to organizing the money side of it wouldn't they usually one or the other.,money,side,side,compound,TRUE,money,cabnc_utts_udpipe,monei,side,adult,NA,NA,NA
1643,46006,26,27,Yeah she's walking and she's slow at walking though Yeah she looks alright says she's not very well she's got a thyroid infection infection in her throat it's affecting her stomach,thyroid,infection,infection,compound,TRUE,thyroid,cabnc_utts_udpipe,thyroid,infect,adult,NA,NA,NA
1644,46006,27,28,Yeah she's walking and she's slow at walking though Yeah she looks alright says she's not very well she's got a thyroid infection infection in her throat it's affecting her stomach,infection,infection,infection,compound,TRUE,infection,cabnc_utts_udpipe,infect,infect,adult,NA,NA,NA
1645,46015,20,21,I suppose white is best really isn't it I was thinking of doing doing a bib with a cotton lining which you can place in between do you know what I mean.,cotton,lining,lining,compound,TRUE,cotton,cabnc_utts_udpipe,cotton,line,adult,NA,NA,NA
1646,46040,15,16,A few cards as well that'll be that's worth a couple of dozen eggs I reckon.,dozen,eggs,egg,compound,TRUE,dozen,cabnc_utts_udpipe,dozen,egg,adult,NA,NA,NA
1647,46115,59,60,Yes yes right I'll see what I can do by September I should be able to do a fair bit by then Yeah well I say I've done the doll that's for August that's for the er Beckley fete but it's for Friends of Beckley Church and it's guess the doll's birth date which as you said as you said it should have two.,birth,date,date,compound,TRUE,birth,cabnc_utts_udpipe,birth,date,adult,NA,NA,NA
1648,46356,15,17,I was in Woolworths the other day an they've got smocked dresses now hand smocked dresses.,hand,dresses,dress,compound,FALSE,hand,cabnc_utts_udpipe,hand,dress,adult,NA,NA,NA
1649,46370,6,7,We didn't have a washing machine,washing,machine,machine,compound,TRUE,washing,cabnc_utts_udpipe,wash,machin,adult,NA,NA,NA
1650,46598,1,2,telephone ringing I don't suppose Brian would want to come do you want to come tomorrow morning how are you Good good eh I just wanted to find.,telephone,ringing,ring,compound,TRUE,telephone,cabnc_utts_udpipe,telephon,ring,adult,NA,NA,NA
1651,46968,16,17,It it's a tough life I wouldn't mind being M D of an electronics firm.,electronics,firm,firm,compound,TRUE,electronics,cabnc_utts_udpipe,electron,firm,adult,NA,NA,NA
1652,47015,6,7,Erm but the the old grey hairs like me were leaping around and Yes alright Good morning Mr.,grey,hairs,hair,compound,TRUE,grey,cabnc_utts_udpipe,grei,hair,adult,NA,NA,NA
1653,47167,11,12,It's a shame it's going on under a microscope spotlight or whatever but erm Spotlight I mean don't a microscope,microscope,spotlight,spotlight,compound,TRUE,microscope,cabnc_utts_udpipe,microscop,spotlight,adult,NA,NA,NA
1654,47219,4,5,Like the little terrace house called Bedlam at the end of.,terrace,house,house,compound,TRUE,terrace,cabnc_utts_udpipe,terrac,hous,adult,NA,NA,NA
1655,47220,15,16,Talking of which there's a house down lower Camden which has the Chislehurst station sign Great big thing Stuck in their driveway,station,sign,sign,compound,TRUE,station,cabnc_utts_udpipe,station,sign,adult,NA,NA,NA
1656,47276,26,27,It is with Barclays but I mean the there's got to be a standard figure for the Barclaycard Any any anybody else's my bank card has a figure on it,bank,card,card,compound,TRUE,bank,cabnc_utts_udpipe,bank,card,adult,NA,NA,NA
1657,47359,7,8,Yes and we've got big crease marks on there.,crease,marks,mark,compound,TRUE,crease,cabnc_utts_udpipe,creas,mark,adult,NA,NA,NA
1658,47363,16,17,Well you certainly can't see it Which is cos there was this big round grease mark,grease,mark,mark,compound,TRUE,grease,cabnc_utts_udpipe,greas,mark,adult,NA,NA,NA
1659,47372,11,12,Those are the only And I'll keep this blue skirt stain quite smart.,skirt,stain,stain,compound,TRUE,skirt,cabnc_utts_udpipe,skirt,stain,adult,NA,NA,NA
1660,47574,17,18,Well I've heard it before that a said said before that a that that the plant roots curl up to the surface to meet rather than digging down deep and.,plant,roots,root,compound,TRUE,plant,cabnc_utts_udpipe,plant,root,adult,NA,NA,NA
1661,47583,20,21,It's very interesting that for hyper accurate barometers they still use mercury and the and these are real test barometers.,test,barometers,barometer,compound,TRUE,test,cabnc_utts_udpipe,test,baromet,adult,NA,NA,NA
1662,47602,23,24,There's the yes National Coal Board have got there erm British Heating Council or something of that sort I think Le air sea food restaurant,air,sea,sea,compound,TRUE,air,cabnc_utts_udpipe,air,sea,adult,NA,NA,NA
1663,47602,24,25,There's the yes National Coal Board have got there erm British Heating Council or something of that sort I think Le air sea food restaurant,sea,food,food,compound,TRUE,sea,cabnc_utts_udpipe,sea,food,adult,NA,NA,NA
1664,47602,25,26,There's the yes National Coal Board have got there erm British Heating Council or something of that sort I think Le air sea food restaurant,food,restaurant,restaurant,compound,TRUE,food,cabnc_utts_udpipe,food,restaur,adult,NA,NA,NA
1665,47602,10,12,No what do I want fuel come on concentrate boy fuel fuel.,boy,fuel,fuel,compound,FALSE,boy,cabnc_utts_udpipe,boi,fuel,adult,NA,NA,NA
1666,47602,11,12,No what do I want fuel come on concentrate boy fuel fuel.,fuel,fuel,fuel,compound,TRUE,fuel,cabnc_utts_udpipe,fuel,fuel,adult,NA,NA,NA
1667,47631,6,8,But I have seen a coke stove cast iron coke stove on a chimney going up to the ceiling in the dark absolutely glowing bright bright red.,coke,cast,cast,compound,FALSE,coke,cabnc_utts_udpipe,coke,cast,adult,NA,NA,NA
1668,47631,7,8,But I have seen a coke stove cast iron coke stove on a chimney going up to the ceiling in the dark absolutely glowing bright bright red.,stove,cast,cast,compound,TRUE,stove,cabnc_utts_udpipe,stove,cast,adult,NA,NA,NA
1669,47631,8,9,But I have seen a coke stove cast iron coke stove on a chimney going up to the ceiling in the dark absolutely glowing bright bright red.,cast,iron,iron,compound,TRUE,cast,cabnc_utts_udpipe,cast,iron,adult,NA,NA,NA
1670,47631,9,10,But I have seen a coke stove cast iron coke stove on a chimney going up to the ceiling in the dark absolutely glowing bright bright red.,iron,coke,coke,compound,TRUE,iron,cabnc_utts_udpipe,iron,coke,adult,NA,NA,NA
1671,47631,10,11,But I have seen a coke stove cast iron coke stove on a chimney going up to the ceiling in the dark absolutely glowing bright bright red.,coke,stove,stove,compound,TRUE,coke,cabnc_utts_udpipe,coke,stove,adult,NA,NA,NA
1672,47641,3,4,The hot water pipe,water,pipe,pipe,compound,TRUE,water,cabnc_utts_udpipe,water,pipe,adult,NA,NA,NA
1673,47646,8,9,Oh right yes I have noticed our fridge door being open rather more than it you know just somehow not properly closed.,fridge,door,door,compound,TRUE,fridge,cabnc_utts_udpipe,fridg,door,adult,NA,NA,NA
1674,47686,10,11,Well a yes of course were clear out the file drawer but then with got to find somewhere else to put the blessed stuff haven't we.,file,drawer,drawer,compound,TRUE,file,cabnc_utts_udpipe,file,drawer,adult,NA,NA,NA
1675,47845,25,26,You know you need to be really helpful when your teachers your class you're put in to responsibility as well as the next college lecturers that'll help you.,college,lecturers,lecturer,compound,TRUE,college,cabnc_utts_udpipe,colleg,lectur,adult,NA,NA,NA
1676,47949,11,12,Did you see this a baby a four day old baby girl died after receiving the transfusion of over heated blood which the nurse had warmed boiling water from a kettle.,baby,girl,girl,compound,TRUE,baby,cabnc_utts_udpipe,babi,girl,adult,NA,NA,NA
1677,48026,12,13,What happens if you don't play golf very well Your bank manager's quite pleased that you win.,bank,manager,manager,compound,TRUE,bank,cabnc_utts_udpipe,bank,manag,adult,NA,NA,NA
1678,48061,5,6,Little bit of the gravel borders gone.,gravel,borders,border,compound,TRUE,gravel,cabnc_utts_udpipe,gravel,border,adult,NA,NA,NA
1679,48066,6,7,Yeah all this ehm twelve foot lengths er six inches by half inch thick wood and I had enough to do er what are they seventy five three seventy five foots two thirty foots.,foot,lengths,length,compound,TRUE,foot,cabnc_utts_udpipe,foot,length,adult,NA,NA,NA
1680,48066,13,15,Yeah all this ehm twelve foot lengths er six inches by half inch thick wood and I had enough to do er what are they seventy five three seventy five foots two thirty foots.,inch,wood,wood,compound,FALSE,inch,cabnc_utts_udpipe,inch,wood,adult,NA,NA,NA
1681,48082,12,13,It's not that with creosote that's that old green fence door.,fence,door,door,compound,TRUE,fence,cabnc_utts_udpipe,fenc,door,adult,NA,NA,NA
1682,48200,9,10,Five months were allowed for dispatch of last welding rods and elsie transfers on opening and presentation I wrote back saying get on with it and incidentally we overestimated the shipment cost brought it down to about half got to be awfully careful there because some of these bits are so big they and today he said customer will make decision only after ten days since final size of assortment is under preparation meantime with your offered price and revised delivery time it looks very difficult to book this order Price of electrodes is seems alright however plate prices are very high,welding,rods,rod,compound,TRUE,welding,cabnc_utts_udpipe,weld,rod,adult,NA,NA,NA
1683,48317,9,10,Ah well we want to say at the bottom items one five seven and twenty four are two piece construction.,bottom,items,item,compound,TRUE,bottom,cabnc_utts_udpipe,bottom,item,adult,NA,NA,NA
1684,48347,5,6,Do you want my fax phone on the tape,fax,phone,phone,compound,TRUE,fax,cabnc_utts_udpipe,fax,phone,adult,NA,NA,NA
1685,48361,23,24,He's gon na wait till the copper price zooms up again then he'll be back he never did order those aluminum rods you know last year.,aluminum,rods,rod,compound,TRUE,aluminum,cabnc_utts_udpipe,aluminum,rod,adult,NA,NA,NA
1686,48394,2,4,One piece six point three five ten point one three three fifty three five five thousand by twelve hundred at six eight two point two three Six pieces at by two thousand sixty to six point two five by forty by twelve twenty at twenty nine point six three.,piece,point,point,compound,FALSE,piece,cabnc_utts_udpipe,piec,point,adult,NA,NA,NA
1687,48435,12,13,Bill next door he's d company d boss of a plastics company,plastics,company,company,compound,TRUE,plastics,cabnc_utts_udpipe,plastic,compani,adult,NA,NA,NA
1688,48443,19,20,The thing that about Bill is he does have an amazing amount of labour saving gear like electric hedge shears trimmers and erm.,hedge,shears,shear,compound,TRUE,hedge,cabnc_utts_udpipe,hedg,shear,adult,NA,NA,NA
1689,48451,22,23,Now we don't have huge we we we've turned down our thing so that we don't get the kitchen sink which is also off the mains brrrr splattering everywhere so that could explain why mine isn't as good as it could be yes you're right.,kitchen,sink,sink,compound,TRUE,kitchen,cabnc_utts_udpipe,kitchen,sink,adult,NA,NA,NA
1690,48593,15,16,When Suzannah went down there from last she was strap strapping Layla into the back seat.,back,seat,seat,compound,TRUE,back,cabnc_utts_udpipe,back,seat,adult,NA,NA,NA
1691,48595,23,24,for Liz while Liz went into the house to get something and someone came down Hurst Road misjudged it and scrapped the car door bashed Lizzie's side and scraped along side of her car as she drove past.,car,door,door,compound,TRUE,car,cabnc_utts_udpipe,car,door,adult,NA,NA,NA
1692,48653,7,8,They they've got a free nylon bag in in those where they.,nylon,bag,bag,compound,TRUE,nylon,cabnc_utts_udpipe,nylon,bag,adult,NA,NA,NA
1693,48732,20,21,Why have you heard me say it before today Seems strange that they need to throw out those old curb stones you'd of imagined they could of used them again wouldn't you.,curb,stones,stone,compound,TRUE,curb,cabnc_utts_udpipe,curb,stone,adult,NA,NA,NA
1694,48778,4,5,Well the green chain walk went up in through into the houses.,chain,walk,walk,compound,TRUE,chain,cabnc_utts_udpipe,chain,walk,adult,NA,NA,NA
1695,48784,8,9,Perhaps she can sell them a few sleeping policeman I can't remember her saying so as such I spoke to Tony today.,sleeping,policeman,policeman,compound,TRUE,sleeping,cabnc_utts_udpipe,sleep,policeman,adult,NA,NA,NA
1696,48894,3,4,Your party fruit sherry my dear I er.,fruit,sherry,sherry,compound,TRUE,fruit,cabnc_utts_udpipe,fruit,sherri,adult,NA,NA,NA
1697,48931,6,7,Smells delicious have some more wine sherry.,wine,sherry,sherry,compound,TRUE,wine,cabnc_utts_udpipe,wine,sherri,adult,NA,NA,NA
1698,49059,12,13,Use the erm they they invited the Chislehurst May Queen dan maypole dancers to come to the next open evening.,maypole,dancers,dancer,compound,TRUE,maypole,cabnc_utts_udpipe,maypol,dancer,adult,NA,NA,NA
1699,49091,12,13,One board's finished another board is nearly finished closed the food board I've got one of bones and skeleton.,food,board,board,compound,TRUE,food,cabnc_utts_udpipe,food,board,adult,NA,NA,NA
1700,49097,38,39,And the other one we haven't started the work for yet because now we're starting into water so erm in the next ten days we'll do some work on water and that's the water board.,water,board,board,compound,TRUE,water,cabnc_utts_udpipe,water,board,adult,NA,NA,NA
1701,49099,5,6,We've made some water bridges in a clay which I have to put in the kiln on Monday.,water,bridges,bridge,compound,TRUE,water,cabnc_utts_udpipe,water,bridg,adult,NA,NA,NA
1702,49161,4,5,The only second phone call I had was to say what is happening.,phone,call,call,compound,TRUE,phone,cabnc_utts_udpipe,phone,call,adult,NA,NA,NA
1703,49244,14,15,Why do a er an old lady come in and fill up an ice cream tub do you mean an old ice cream tub.,ice,cream,cream,compound,TRUE,ice,cabnc_utts_udpipe,ic,cream,adult,NA,NA,NA
1704,49244,15,16,Why do a er an old lady come in and fill up an ice cream tub do you mean an old ice cream tub.,cream,tub,tub,compound,TRUE,cream,cabnc_utts_udpipe,cream,tub,adult,NA,NA,NA
1705,49244,22,23,Why do a er an old lady come in and fill up an ice cream tub do you mean an old ice cream tub.,ice,cream,cream,compound,TRUE,ice,cabnc_utts_udpipe,ic,cream,adult,NA,NA,NA
1706,49244,23,24,Why do a er an old lady come in and fill up an ice cream tub do you mean an old ice cream tub.,cream,tub,tub,compound,TRUE,cream,cabnc_utts_udpipe,cream,tub,adult,NA,NA,NA
1707,49265,5,6,erm how come the bar meals used to be so cheap when the canteen's.,bar,meals,meal,compound,TRUE,bar,cabnc_utts_udpipe,bar,meal,adult,NA,NA,NA
1708,49268,6,7,It seems to me this student bar does have to make a vast profit Anyway it's probably run by students.,student,bar,bar,compound,TRUE,student,cabnc_utts_udpipe,student,bar,adult,NA,NA,NA
1709,49309,5,6,I like The big guy beard that is head boy Steven was there so I gave.,guy,beard,beard,compound,TRUE,guy,cabnc_utts_udpipe,gui,beard,adult,NA,NA,NA
1710,49309,9,10,I like The big guy beard that is head boy Steven was there so I gave.,head,boy,boy,compound,TRUE,head,cabnc_utts_udpipe,head,boi,adult,NA,NA,NA
1711,49379,9,10,You can do it with a turn the carnation pink or you know it's white that sort of thing I was just having a little experiment to see how it takes and how strong it is and I know what I'm doing.,carnation,pink,pink,compound,TRUE,carnation,cabnc_utts_udpipe,carnat,pink,adult,NA,NA,NA
1712,49526,7,8,What time you due at the hairdresser quarter to Five minutes to go Would you like me to try Veronica later or deliver that.,hairdresser,quarter,quarter,compound,TRUE,hairdresser,cabnc_utts_udpipe,hairdress,quarter,adult,NA,NA,NA
1713,49637,4,5,Was it a cigarette carton the fellow chucked.,cigarette,carton,carton,compound,TRUE,cigarette,cabnc_utts_udpipe,cigarett,carton,adult,NA,NA,NA
1714,49658,5,7,Massages your feet with water warm water jets each night when you come in.,water,water,water,compound,FALSE,water,cabnc_utts_udpipe,water,water,adult,NA,NA,NA
1715,49717,8,9,Can you can you breed your own fur coat.,fur,coat,coat,compound,TRUE,fur,cabnc_utts_udpipe,fur,coat,adult,NA,NA,NA
1716,49880,12,13,Yes I think they've still got a fair whack of root bedding plants in particularly of good value,root,bedding,bedding,compound,TRUE,root,cabnc_utts_udpipe,root,bed,adult,NA,NA,NA
1717,49880,13,14,Yes I think they've still got a fair whack of root bedding plants in particularly of good value,bedding,plants,plant,compound,TRUE,bedding,cabnc_utts_udpipe,bed,plant,adult,NA,NA,NA
1718,49951,2,3,Smart brake lights aren't they car.,brake,lights,light,compound,TRUE,brake,cabnc_utts_udpipe,brake,light,adult,NA,NA,NA
1719,49994,17,18,together with a representative of British Rail and he was saying that I forget how many car transporters they've got that erm they built bought specially to go on British Rail he said but they said he just had to give them up for many reasons and one of them was the problems that they have with new cars when they take them on British Rail and the brake dust from the trains apparently causes immediate rust.,car,transporters,transporter,compound,TRUE,car,cabnc_utts_udpipe,car,transport,adult,NA,NA,NA
1720,49994,70,71,together with a representative of British Rail and he was saying that I forget how many car transporters they've got that erm they built bought specially to go on British Rail he said but they said he just had to give them up for many reasons and one of them was the problems that they have with new cars when they take them on British Rail and the brake dust from the trains apparently causes immediate rust.,brake,dust,dust,compound,TRUE,brake,cabnc_utts_udpipe,brake,dust,adult,NA,NA,NA
1721,50005,2,3,And rail railways really ought to be far better developed than they are in this country eh.,rail,railways,railway,compound,TRUE,rail,cabnc_utts_udpipe,rail,railwai,adult,NA,NA,NA
1722,50010,11,12,That's what the representative said from the erm the car transporter company was that they they just couldn't any longer use British Rail because it he said although British Rail are willing to compensate it's delay of deliveries.,car,transporter,transporter,compound,TRUE,car,cabnc_utts_udpipe,car,transport,adult,NA,NA,NA
1723,50010,12,13,That's what the representative said from the erm the car transporter company was that they they just couldn't any longer use British Rail because it he said although British Rail are willing to compensate it's delay of deliveries.,transporter,company,company,compound,TRUE,transporter,cabnc_utts_udpipe,transport,compani,adult,NA,NA,NA
1724,50018,70,71,Eh I mean there's a idea the money that's been spent on the railways instead of on motorways we'd be a lot better off and I think and Partners subscribed to that because I think that erm had more money being spent on the railways that we would have been much better off oh I'd much rather go on a train journey than on a motor bridge journey.,motor,bridge,bridge,compound,TRUE,motor,cabnc_utts_udpipe,motor,bridg,adult,NA,NA,NA
1725,50030,11,12,In the States they have particularly small apertures to the petrol tanks for unleaded do they here.,petrol,tanks,tank,compound,TRUE,petrol,cabnc_utts_udpipe,petrol,tank,adult,NA,NA,NA
1726,50118,7,8,And do you remember as a child people used to talk of four and twenty and five and twenty past.,child,people,people,compound,TRUE,child,cabnc_utts_udpipe,child,peopl,adult,NA,NA,NA
1727,50179,36,37,Yes yes she's she's had she's had one of those and I haven't seen that for a long time She's got some stupid thing at the moment with with a flip top of Thomas the Tank Engine.,flip,top,top,compound,TRUE,flip,cabnc_utts_udpipe,flip,top,adult,NA,NA,NA
1728,50215,56,57,That's that's true eh I mean the alloy in the other ones have to be quite crafty when you get up to twenty two carat for example and eh very eh eh large chunk of gold in it and it can indeed be very soft but then you see that's an eighteen carat ring that I've had for worn all the time for twenty four years.,carat,ring,ring,compound,TRUE,carat,cabnc_utts_udpipe,carat,ring,adult,NA,NA,NA
1729,50248,4,5,We we played poker games in Dulwich College last year.,poker,games,game,compound,TRUE,poker,cabnc_utts_udpipe,poker,game,adult,NA,NA,NA
1730,50257,5,6,A great big old country house.,country,house,house,compound,TRUE,country,cabnc_utts_udpipe,countri,hous,adult,NA,NA,NA
1731,50447,8,9,Now we've got this is a roll shot and we want the yellow to go beyond and the black to stop just in front of of the hoop.,roll,shot,shot,compound,TRUE,roll,cabnc_utts_udpipe,roll,shot,adult,NA,NA,NA
1732,50633,13,14,Right Would it have been better if it had not been a corner ball.,corner,ball,ball,compound,TRUE,corner,cabnc_utts_udpipe,corner,ball,adult,NA,NA,NA
1733,50970,8,9,It used to be about the best bowling green in the in this part of the country.,bowling,green,green,compound,TRUE,bowling,cabnc_utts_udpipe,bowl,green,adult,NA,NA,NA
1734,51024,11,12,Most most people play this er with a fairly conventional croquet stroke because the black ball's the blue ball's gon na go twice the distance of the red Isn't it.,croquet,stroke,streak,compound,TRUE,croquet,cabnc_utts_udpipe,croquet,stroke,adult,NA,NA,NA
1735,51052,11,12,You must you must get at least a ball a pioneer ball near your next two.,pioneer,ball,ball,compound,TRUE,pioneer,cabnc_utts_udpipe,pioneer,ball,adult,NA,NA,NA
1736,51093,6,7,there it is a little roll shot.,roll,shot,shot,compound,TRUE,roll,cabnc_utts_udpipe,roll,shot,adult,NA,NA,NA
1737,51144,13,14,Yes and the children like to see it I mean a little elephant brooch or something,elephant,brooch,brooch,compound,TRUE,elephant,cabnc_utts_udpipe,eleph,brooch,adult,NA,NA,NA
1738,51144,7,8,Have you still got that other elephant belt that tan one.,elephant,belt,belt,compound,TRUE,elephant,cabnc_utts_udpipe,eleph,belt,adult,NA,NA,NA
1739,51235,5,6,As big as a tennis court.,tennis,court,court,compound,TRUE,tennis,cabnc_utts_udpipe,tenni,court,adult,NA,NA,NA
1740,51237,6,7,Is that bigger than a tennis court.,tennis,court,court,compound,TRUE,tennis,cabnc_utts_udpipe,tenni,court,adult,NA,NA,NA
1741,51238,9,10,It's about the size of a double tennis court apparently.,tennis,court,court,compound,TRUE,tennis,cabnc_utts_udpipe,tenni,court,adult,NA,NA,NA
1742,51239,2,3,Double tennis court.,tennis,court,court,compound,TRUE,tennis,cabnc_utts_udpipe,tenni,court,adult,NA,NA,NA
1743,51246,9,10,You know as you can't use a tennis court for anything else or bowling green for anything else.,tennis,court,court,compound,TRUE,tennis,cabnc_utts_udpipe,tenni,court,adult,NA,NA,NA
1744,51314,6,7,Alright we won't have bean sprouts,bean,sprouts,sprout,compound,TRUE,bean,cabnc_utts_udpipe,bean,sprout,adult,NA,NA,NA
1745,51314,8,9,How about we have Chinese mushrooms with bamboo shoots.,bamboo,shoots,shoots,compound,TRUE,bamboo,cabnc_utts_udpipe,bamboo,shoot,adult,NA,NA,NA
1746,51319,5,6,So we shall have lemon chicken stuffed mushrooms we had something else didn't we last time.,lemon,chicken,chicken,compound,TRUE,lemon,cabnc_utts_udpipe,lemon,chicken,adult,NA,NA,NA
1747,51319,6,8,So we shall have lemon chicken stuffed mushrooms we had something else didn't we last time.,chicken,mushrooms,mushroom,compound,FALSE,chicken,cabnc_utts_udpipe,chicken,mushroom,adult,NA,NA,NA
1748,51321,3,4,We had bean sprouts last time yes.,bean,sprouts,sprout,compound,TRUE,bean,cabnc_utts_udpipe,bean,sprout,adult,NA,NA,NA
1749,51326,9,10,What we had something more than just the bean sprouts.,bean,sprouts,sprout,compound,TRUE,bean,cabnc_utts_udpipe,bean,sprout,adult,NA,NA,NA
1750,51330,5,6,We had something like bean sprouts last time.,bean,sprouts,sprout,compound,TRUE,bean,cabnc_utts_udpipe,bean,sprout,adult,NA,NA,NA
1751,51354,14,15,Yes we are I think we are We'll both have Dim Sum lemon chicken erm Chinese vegetables with prawns Stuffed mushrooms,lemon,chicken,chicken,compound,TRUE,lemon,cabnc_utts_udpipe,lemon,chicken,adult,NA,NA,NA
1752,51399,5,6,No A great big carrier bag you can't see it it's just outside.,carrier,bag,bag,compound,TRUE,carrier,cabnc_utts_udpipe,carrier,bag,adult,NA,NA,NA
1753,51442,31,33,It was very feathery Not gingery feathery Did you notice in the front of the back so you must remember to take back Somebody has started a boat on the river The article on the front page.,river,article,article,compound,FALSE,river,cabnc_utts_udpipe,river,articl,adult,NA,NA,NA
1754,51504,14,15,You'll probably be rehearsing a part for a silly end of year staff entertainment or something.,staff,entertainment,entertainment,compound,TRUE,staff,cabnc_utts_udpipe,staff,entertain,adult,NA,NA,NA
1755,51569,8,9,Did you ever hear what the Palmer children girls had for for their twenty first birthday celebration.,children,girls,girl,compound,TRUE,children,cabnc_utts_udpipe,children,girl,adult,NA,NA,NA
1756,51717,21,22,There are caves which seem to We went into the caverns and erm saw the petrified caves where they the water drip on objects and however many years they build up a stone coating.,water,drip,drip,compound,TRUE,water,cabnc_utts_udpipe,water,drip,adult,NA,NA,NA
1757,51717,33,34,There are caves which seem to We went into the caverns and erm saw the petrified caves where they the water drip on objects and however many years they build up a stone coating.,stone,coating,coating,compound,TRUE,stone,cabnc_utts_udpipe,stone,coat,adult,NA,NA,NA
1758,51773,7,8,She had them in a big glass jar and if you were very good and special occasions.,glass,jar,jar,compound,TRUE,glass,cabnc_utts_udpipe,glass,jar,adult,NA,NA,NA
